planeta,estrela,a_UA,R_Rterra,Teff_K,L_Lsol,distancia_pc
WASP-8 b,WASP-8,0.08010,12.666,5600,0.87591,89.96
Kepler-1339 b,Kepler-1339,0.02356,0.710,5586,1.5405,371.05
HD 106252 b,HD 106252,2.65500,12.500,5874,1.328,38.19
HD 102956 b,HD 102956,0.08070,13.800,4985,11.6,121.89
K2-128 b,K2-128,0.05600,1.420,4470,0.1508,114.64
Kepler-244 b,Kepler-244,0.05000,2.760,5554,0.55438,1036.49
TOI-4087 b,TOI-4087,0.04469,13.047,6060,1.5,301.68
HAT-P-66 b,HAT-P-66,0.04363,17.822,6002,4.12,935.46
DMPP-9 b,DMPP-9,0.10970,3.890,6092,2.1252,109.54
HD 101581 c,HIP 56998,0.05730,0.990,4675,0.16525,12.78
HD 20329 b,HD 20329,0.01800,1.720,5596,1.12,63.68
Kepler-1292 b,Kepler-1292,0.04430,1.820,5556,0.81188,1493.43
Kepler-1906 b,Kepler-1906,0.07380,2.776,5868,1.7464,1360.63
GJ 876 e,GJ 876,0.33430,3.920,3294,0.0124,4.68
TOI-1052 c,TOI-1052,0.22630,6.480,6146,2.4195,129.80
HAT-P-29 b,HAT-P-29,0.06670,13.115,6087,2.05,313.58
YZ Cet c,YZ Cet,0.02156,1.050,3151,0.002195,3.71
Kepler-434 b,Kepler-434,0.11430,12.670,5977,2.138,1222.54
HD 11755 b,HD 11755,1.09000,12.800,4312,147.68,235.04
Kepler-1471 b,Kepler-1471,0.04530,1.410,5660,0.63248,978.68
HD 128717 b,HD 128717,4.85000,12.100,6210,2.0989,73.64
HAT-P-46 b,HAT-P-46,0.05770,14.392,6120,2.4604,290.74
TOI-1244 b,TOI-1244,0.06069,2.467,4599,0.235,102.55
HD 39855 b,HD 39855,0.04100,2.850,5576,0.48278,23.26
BD-11 4672 c,BD-11 4672,0.30000,4.040,4550,0.157,27.17
Kepler-1442 b,Kepler-1442,0.40814,3.930,6394,4.4781,608.68
Kepler-292 d,Kepler-292,0.06800,2.230,5299,0.46035,1056.48
V1298 Tau e,V1298 Tau,0.26890,10.170,4970,0.954,108.20
HD 47186 c,HD 47186,2.39500,13.000,5657,1.104,37.46
Kepler-692 b,Kepler-692,0.14950,3.110,5440,0.58417,991.34
Kepler-1193 b,Kepler-1193,0.04004,1.320,5908,2.2423,802.12
HD 75784 c,HD 75784,8.40000,12.800,4867,5.7016,85.43
Kepler-838 b,Kepler-838,0.12660,2.730,5770,0.79676,1104.04
81 Cet b,81 Cet,2.10400,13.100,4734,57.58,101.26
Kepler-1058 b,Kepler-1058,0.36790,2.720,4644,0.48271,492.00
TOI-4214 b,TOI-4214,0.05018,10.682,6370,3.04,346.88
Kepler-391 b,Kepler-391,0.08300,2.500,5038,4.6,869.24
Kepler-698 b,Kepler-698,0.12550,3.680,5612,2.4457,1995.57
TOI-3877 b,TOI-3877,0.05290,11.680,5731,2.03,493.77
Kepler-409 b,Kepler-409,0.31920,1.199,5421,0.62804,68.17
Kepler-273 b,Kepler-273,0.03700,1.500,5626,0.45605,713.96
HIP 41378 b,HIP 41378,0.13030,2.640,6290,2.4915,106.29
Kepler-636 b,Kepler-636,0.11850,4.450,5203,0.42267,310.30
Kepler-1914 b,Kepler-1914,0.19540,2.943,5982,1.1948,1621.56
HD 200964 b,HD 200964,1.56500,13.500,4982,11.588,72.59
pi Men c,HD 39091,0.06839,2.019,5998,1.44,18.27
Kepler-150 c,Kepler-150,0.07300,3.690,5560,0.68959,891.09
HATS-43 b,HATS-43,0.04944,13.227,5099,0.4,362.27
TOI-1437 b,TOI-1437,0.14000,2.240,6008,1.926,103.30
Kepler-685 b,Kepler-685,0.02650,10.580,5963,0.88842,938.72
K2-89 b,K2-89,0.01462,0.615,3691,0.047149,86.04
WASP-49 b,WASP-49,0.03790,12.442,5600,0.88432,194.55
Kepler-1699 b,Kepler-1699,0.04180,1.567,5576,0.45814,818.76
HAT-P-13 b,HAT-P-13,0.04383,14.258,5653,2.2182,246.81
Kepler-1152 b,Kepler-1152,0.02230,0.870,3964,0.080042,215.23
HD 30669 b,HD 30669,2.69000,14.300,5400,0.71446,58.08
HD 155918 c,HD 155918,13.18300,12.800,5772,1.0384,27.56
Kepler-1391 b,Kepler-1391,0.30045,1.680,5840,2.7504,1038.35
TOI-2406 b,TOI-2406,0.02267,2.860,3100,0.00345,55.42
Kepler-25 c,Kepler-25,0.11170,5.217,6354,2.64,243.25
Kepler-1813 b,Kepler-1813,0.03640,1.413,5167,0.39811,
Kepler-156 b,Kepler-156,0.05400,2.300,5094,0.3632,443.48
Kepler-477 b,Kepler-477,0.09110,2.070,5240,0.42462,367.00
WASP-66 b,WASP-66,0.05460,15.693,6600,4.3375,500.26
Kepler-275 b,Kepler-275,0.09800,2.340,6165,2.8141,2034.25
HATS-64 b,HATS-64,0.06562,18.820,6554,7.37,1080.15
TOI-2876 b,TOI-2876,0.06540,9.640,5271,0.52901,225.74
Kepler-80 f,Kepler-80,0.01750,1.210,4540,0.17,369.45
Kepler-397 b,Kepler-397,0.14400,2.460,5307,0.42073,969.00
Kepler-967 b,Kepler-967,0.10270,2.350,5178,0.19161,568.55
HIP 94235 b,HIP 94235,0.07870,3.000,5991,1.3727,58.51
HD 95735 c,GJ 411,2.94000,3.760,3719,0.0195,5.68
HD 126614 b,HD 126614,2.24900,12.700,5568,1.21,73.10
G 261-6 b,G 261-6,0.02971,1.100,2907,0.0015093,10.63
KOI-351 c,KOI-351,0.08900,1.190,6080,1.8558,848.25
Kepler-610 b,Kepler-610,0.07190,4.190,5943,0.77564,845.82
K2-278 b,K2-278,0.04880,2.980,6747,2.5042,786.44
HIP 111909 b,HIP 111909,1.32000,13.700,4891,10.471,88.08
Kepler-33 e,Kepler-33,0.21380,4.020,5904,3.5975,1209.16
Kepler-1932 b,Kepler-1932,0.01230,1.515,5278,0.44472,713.73
HD 90156 b,HD 90156,0.25000,4.430,5599,0.72,21.95
TOI-2068 b,TOI-2068,0.06320,1.821,3710,0.0489,52.93
Kepler-1382 b,Kepler-1382,0.14023,1.880,6161,3.7347,738.26
Kepler-123 b,Kepler-123,0.13500,2.940,6089,2.5676,1021.66
Kepler-1890 b,Kepler-1890,0.05712,0.869,6046,1.8474,529.60
Kepler-1030 b,Kepler-1030,0.13380,2.480,4983,0.27998,758.70
Kepler-112 b,Kepler-112,0.07600,2.360,5544,0.82012,513.21
Kepler-1077 b,Kepler-1077,0.21010,2.770,5816,1.0148,1101.42
Kepler-1451 b,Kepler-1451,0.21010,3.350,5782,0.75966,1058.72
Kepler-190 c,Kepler-190,0.04500,1.460,5106,0.36262,433.39
HD 153950 b,HD 153950,1.28000,13.200,6124,2.22,48.45
Kepler-1431 b,Kepler-1431,0.06480,1.470,5806,1.7518,1623.24
Kepler-1132 b,Kepler-1132,0.28810,2.350,5298,0.41869,867.93
HD 260655 b,HD 260655,0.02933,1.240,3803,0.03631,10.01
Kepler-216 c,Kepler-216,0.13600,3.040,6091,3.2988,1187.47
CoRoT-13 b,CoRoT-13,0.05100,9.920,5945,1.1834,1148.93
Kepler-413 b,Kepler-413,0.35530,4.347,4700,0.37159,847.54
HR 2562 b,HR 2562,22.20000,12.442,6597,3.3999,34.01
GJ 86 b,GJ 86,0.11000,12.900,5182,0.40783,10.78
GJ 849 b,GJ 849,2.32000,13.900,3467,0.025704,8.80
Kepler-1804 b,Kepler-1804,0.10170,1.596,5109,0.30795,434.46
Kepler-267 d,Kepler-267,0.15400,2.270,4258,0.059,264.99
HD 190360 d,HD 190360,0.38860,3.480,5560,1.1654,16.01
Kepler-1704 b,Kepler-1704,2.02700,11.949,5746,2.83,835.46
K2-95 b,K2-95,0.05250,3.310,3566,0.0232,179.85
Kepler-204 b,Kepler-204,0.11700,2.530,5812,1.0711,686.72
HD 23127 b,HD 23127,2.37000,13.500,5843,2.8298,93.86
Kepler-1188 b,Kepler-1188,0.13500,2.080,5913,2.4995,1717.48
TOI-4562 c,TOI-4562,5.21900,12.800,6096,1.79,339.61
HD 21411 b,HD 21411,0.36200,9.520,5605,0.54206,29.13
Kepler-239 c,Kepler-239,0.26800,2.510,4914,0.33505,648.11
TOI-201 c,TOI-201,4.37000,10.400,6423,2.61,113.83
Kepler-821 b,Kepler-821,0.02900,1.310,5191,0.43213,614.57
XO-5 b,XO-5,0.05150,12.780,5430,0.87096,276.21
GJ 9827 b,GJ 9827,0.01890,1.440,4236,0.099001,29.66
GJ 367 b,GJ 367,0.00710,0.736,3535,0.0288,9.41
Kepler-122 d,Kepler-122,0.15500,2.200,6050,1.8618,1027.45
NGTS-4 b,NGTS-4,0.01900,3.180,5143,0.4433,280.56
Kepler-1825 b,Kepler-1825,0.01870,1.422,5123,0.29405,430.25
Kepler-579 b,Kepler-579,0.08540,2.000,5636,0.48872,530.76
Kepler-55 e,Kepler-55,0.04800,1.550,4503,0.17249,578.80
Kepler-1717 b,Kepler-1717,0.20140,2.989,6200,3.9172,1008.79
HD 216770 b,HD 216770,0.46000,14.100,5399,0.79433,36.66
Kepler-1074 b,Kepler-1074,0.05360,1.250,4002,0.075734,250.82
TOI-6016 b,TOI-6016,0.05500,13.675,6110,2.89,364.71
Kepler-1278 b,Kepler-1278,0.04417,1.010,6074,2.3224,889.43
HD 106270 b,HD 106270,3.34000,12.400,5509,5.6999,93.81
Kepler-1558 b,Kepler-1558,0.04278,0.680,5101,0.33109,325.74
TOI-5720 b,TOI-5720,0.01829,1.090,3325,0.01615,35.83
Kepler-204 c,Kepler-204,0.17300,1.790,5812,1.0711,686.72
HAT-P-39 b,HAT-P-39,0.05090,17.609,6430,4.0458,697.00
Kepler-347 c,Kepler-347,0.18300,1.750,6088,2.1995,1298.88
Kepler-203 d,Kepler-203,0.10000,1.440,5821,1.2408,703.30
Kepler-786 b,Kepler-786,0.25483,2.430,4838,0.26093,485.32
WASP-43 b,WASP-43,0.01420,10.424,4400,0.14959,86.75
TOI-181 b,TOI-181,0.05390,6.956,4994,0.298,96.23
Kepler-1905 b,Kepler-1905,0.04510,1.446,5788,0.94345,1051.53
Kepler-1513 b,Kepler-1513,0.56971,8.594,5491,0.743,349.25
Kepler-230 c,Kepler-230,0.38000,2.040,5588,0.42871,740.75
HATS-16 b,HATS-16,0.03744,14.572,5738,1.49,757.04
Kepler-1091 b,Kepler-1091,0.02520,1.460,5851,1.2012,914.30
TOI-251 b,TOI-251,0.05741,2.740,5875,0.831,99.52
Kepler-1713 b,Kepler-1713,0.14185,1.717,6477,3.0618,295.29
K2-3 c,K2-3,0.13570,1.582,3844,0.0587,44.07
Kepler-295 b,Kepler-295,0.09900,1.220,5603,4.2608,1699.19
HATS-3 b,HATS-3,0.04850,15.480,6351,2.8576,411.21
Kepler-1121 b,Kepler-1121,0.11818,1.910,6231,2.985,482.05
Kepler-466 c,Kepler-466,0.04658,1.250,5927,0.85666,530.12
Kepler-197 c,Kepler-197,0.09000,1.230,6004,1.6667,330.57
CoRoT-36 b,CoRoT-36,0.06600,15.805,6730,6.4949,925.96
Kepler-402 d,Kepler-402,0.08700,1.380,6090,1.5977,625.34
TOI-1478 b,TOI-1478,0.08180,11.994,5597,0.971,152.89
GJ 832 b,GJ 832,3.70000,13.800,3472,0.026002,4.96
Barnard b,Barnard's star,0.02290,0.720,3195,0.00355,1.83
TOI-969 c,TOI-969,2.52000,12.400,4435,0.19933,77.26
GJ 3082 b,GJ 3082,0.07900,2.790,3910,0.034456,16.62
TOI-1294 b,TOI-1294,0.05100,10.124,5718,2.336,332.65
HD 222155 b,HD 222155,5.14000,13.400,5701,3.2279,50.61
KOI-351 b,KOI-351,0.07400,1.310,6080,1.8558,848.25
WASP-151 b,WASP-151,0.05500,13.305,5871,1.3959,453.10
HD 117618 b,HD 117618,0.18000,8.590,5990,1.6332,37.78
Kepler-1629 b,Kepler-1629,0.04850,0.770,5776,0.73389,336.09
Kepler-414 b,Kepler-414,0.05430,1.710,5536,0.67738,413.46
HIP 57274 d,HIP 57274,1.01000,14.200,4640,1.5488,25.86
K2-289 b,K2-289,0.10700,9.100,5529,0.31276,274.30
HD 102888 b,HD 102888,1.05000,12.800,4990,41.29,126.48
K2-38 b,K2-38,0.04994,1.540,5731,1.09,192.69
GJ 1002 b,GJ 1002,0.04570,1.030,3024,0.001406,4.85
HD 212301 b,HD 212301,0.03000,14.200,6239,1.75,54.23
WASP-96 b,WASP-96,0.04530,13.450,5540,1.005,352.46
Kepler-1680 b,Kepler-1680,0.07642,1.360,5021,0.29953,310.31
HD 43197 b,HD 43197,0.88200,14.200,5508,0.72946,62.41
Kepler-379 c,Kepler-379,0.32600,2.290,6054,1.9034,731.27
Kepler-1321 b,Kepler-1321,0.07810,4.920,4094,0.13728,769.15
Kepler-29 b,Kepler-29,0.08482,2.550,5378,0.50481,832.53
TOI-178 e,TOI-178,0.07830,2.301,4316,0.136,62.70
Kepler-1486 b,Kepler-1486,0.28460,2.320,5965,2.0502,1769.14
Kepler-1718 b,Kepler-1718,0.48418,2.569,5731,0.91222,375.52
Kepler-1599 b,Kepler-1599,0.48230,1.620,5767,1.7426,1328.20
HD 25912 b,HD 25912,0.24200,6.900,5921,1.0979,49.17
TOI-5108 b,TOI-5108,0.07300,6.600,5808,1.8839,130.92
TOI-4914 b,TOI-4914,0.09800,12.870,5805,1.021,299.89
TOI-4495 b,TOI-4495,0.03957,2.483,6210,2.3257,132.21
K2-37 c,K2-37,0.06534,2.410,5352,0.39086,179.94
Kepler-911 b,Kepler-911,0.15594,2.600,6112,5.0917,556.17
HD 114783 b,HD 114783,1.16000,13.700,5135,0.42413,21.06
USco1556 b,USco1556 A,3500.00000,12.300,3410,0.081283,140.63
Kepler-1679 b,Kepler-1679,0.08920,2.069,5501,0.62904,909.28
Kepler-238 b,Kepler-238,0.03400,1.730,5751,2.6945,1798.75
Kepler-67 b,Kepler-67,0.11710,2.940,5331,0.42041,1131.19
Kepler-350 c,Kepler-350,0.13850,3.100,6492,2.6818,956.86
Kepler-1327 b,Kepler-1327,0.11151,1.800,5885,1.0869,678.07
Kepler-677 b,Kepler-677,0.06700,5.380,5723,2.4527,1954.08
HD 187123 c,HD 187123,4.89000,13.200,5790,1.3401,45.95
Kepler-773 b,Kepler-773,0.04682,1.430,5850,1.2447,547.03
BD-06 1339 c,BD-06 1339,0.43500,8.380,4324,0.09506,20.27
Kepler-816 b,Kepler-816,0.08950,10.240,5286,0.42223,983.70
HD 51608 b,HD 51608,0.10590,3.620,5358,0.56999,35.06
HD 219134 c,HD 219134,0.06530,1.511,4699,0.2646,6.53
K2-239 d,K2-239,0.06850,1.100,3420,0.016,31.08
HD 142 b,HD 142,1.03900,12.700,6245,2.9798,26.19
HD 125390 b,HD 125390,3.49600,11.900,4882,13.29,153.65
Kepler-182 c,Kepler-182,0.15700,3.430,6250,2.2063,1549.09
Kepler-880 c,Kepler-880,0.12160,2.870,6900,4.6348,601.32
Kepler-1303 b,Kepler-1303,0.07510,1.420,5771,0.99552,897.78
Kepler-110 c,Kepler-110,0.19800,2.210,5960,1.8879,586.53
Kepler-273 c,Kepler-273,0.07300,1.980,5626,0.45605,713.96
Kepler-1016 b,Kepler-1016,0.03044,2.180,5821,1.3293,1402.82
GJ 273 b,GJ 273,0.09110,1.510,3382,0.0087999,5.92
HIP 54373 c,HIP 54373,0.09900,3.570,4021,0.059925,18.72
Kepler-34 b,Kepler-34,1.08960,8.564,5913,1.4894,1800.82
HD 108236 e,HD 108236,0.13670,3.083,5660,0.70799,64.60
Kepler-1232 b,Kepler-1232,0.16545,1.930,5471,0.43721,632.87
L 363-38 b,L 363-38,0.04800,2.000,3129,0.013,10.23
TOI-375 b,TOI-375,0.09900,10.772,5260,5.754,396.21
WASP-64 b,WASP-64,0.02648,14.247,5400,0.9506,369.93
Kepler-417 c,Kepler-417,0.11940,2.690,5177,0.3885,973.99
WASP-190 b,WASP-190,0.06630,12.890,6400,4.9143,542.25
HIP 55507 b,HIP 55507,5.06200,12.600,4171,0.14279,25.49
Kepler-940 b,Kepler-940,0.30590,3.340,5769,0.87765,1260.78
Kepler-398 c,Kepler-398,0.08700,1.010,4493,0.15452,177.35
WASP-74 b,WASP-74,0.03443,15.244,5990,2.5102,149.22
TRAPPIST-1 d,TRAPPIST-1,0.02227,0.788,2566,0.00055301,12.43
HD 96063 b,HD 96063,1.11000,13.700,5020,12.7,140.06
Kepler-524 c,Kepler-524,0.03046,0.960,6014,2.7509,1058.24
Kepler-1916 b,Kepler-1916,0.20530,2.618,6246,1.6371,2055.82
TOI-1648 b,TOI-1648,0.06940,2.540,4850,0.35175,69.83
Kepler-399 d,Kepler-399,0.26100,1.890,5502,0.38194,740.54
Kepler-534 c,Kepler-534,0.07610,1.227,5936,1.4041,570.66
TOI-5817 b,TOI-5817,0.12230,3.080,5770,2.05,80.75
Kepler-1063 b,Kepler-1063,0.11760,1.490,5945,1.4655,343.23
Kepler-391 c,Kepler-391,0.16400,2.880,5038,4.6,869.24
Kepler-136 c,Kepler-136,0.13300,1.990,6165,2.9294,420.82
EPIC 249893012 d,EPIC 249893012,0.22000,3.940,5430,2.2682,321.30
Kepler-283 b,Kepler-283,0.08200,2.130,4351,0.104,468.09
Kepler-1705 b,Kepler-1705,0.08000,2.030,6312,2.26,1633.49
HD 3651 b,HD 3651,0.29500,10.100,5221,0.53192,11.13
HAT-P-52 b,HAT-P-52,0.03694,11.310,5131,0.496,361.15
HD 154391 b,HD 154391,7.46000,12.500,4909,38.12,100.95
TOI-4438 b,TOI-4438,0.05340,2.520,3422,0.01706,30.03
K2-38 c,K2-38,0.09514,2.290,5731,1.09,192.69
Kepler-1982 b,Kepler-1982,0.05110,0.770,6202,2.3516,558.86
Kepler-292 f,Kepler-292,0.14100,2.350,5299,0.46035,1056.48
Kepler-184 c,Kepler-184,0.14100,1.970,5788,0.59554,610.33
XO-6 b,XO-6,0.08150,23.203,6720,3.4367,235.48
Kepler-1859 b,Kepler-1859,0.03940,1.583,5887,1.4266,1331.25
TOI-3912 b,TOI-3912,0.04630,14.280,5725,1.876,465.99
Kepler-650 b,Kepler-650,0.04210,2.960,5849,1.9231,884.38
K2-261 b,K2-261,0.10860,9.270,5490,2.259,213.28
Kepler-128 b,Kepler-128,0.12545,1.421,6072,3.762,396.38
Lupus-TR-3 b,Lupus-TR-3,0.04640,9.976,5000,0.034361,773.41
Kepler-1281 b,Kepler-1281,0.04150,1.640,5353,0.5105,1090.00
HATS-34 b,HATS-34,0.03166,16.029,5380,0.724,508.84
TOI-771 b,TOI-771,0.02080,1.360,3370,0.0062599,25.28
Kepler-1693 b,Kepler-1693,0.10110,1.289,5432,0.60523,760.07
Kepler-1087 b,Kepler-1087,0.01554,0.610,5589,0.79899,362.62
Kepler-104 b,Kepler-104,0.09400,3.100,5711,1.2282,400.79
HD 164922 e,HD 164922,0.22920,3.230,5393,0.70301,22.00
HAT-P-51 b,HAT-P-51,0.05042,13.507,5453,0.79001,440.09
Kepler-491 b,Kepler-491,0.05191,8.920,5582,0.87734,630.78
Kepler-1849 b,Kepler-1849,0.25970,2.387,4806,0.21762,631.88
Kepler-316 c,Kepler-316,0.05800,1.160,4204,0.116,384.94
DMPP-1 d,DMPP-1,0.04467,2.020,6196,2.0871,62.54
HD 164922 d,HD 164922,0.10300,1.830,5390,0.71,22.00
Kepler-533 b,Kepler-533,0.16704,3.380,4758,0.23984,302.95
TOI-3894 b,TOI-3894,0.05354,15.278,6000,2.624,417.37
Kepler-392 c,Kepler-392,0.09300,1.100,5938,1.5651,681.43
K2-123 b,K2-123,0.16490,2.760,4035,0.072,161.56
Kepler-1543 b,Kepler-1543,0.08670,2.710,6561,3.0682,921.78
CoRoT-10 b,CoRoT-10,0.10550,10.870,5075,0.1879,338.39
HD 45184 b,HD 45184,0.06440,3.520,5869,1.13,21.95
TOI-1136 c,TOI-1136,0.06690,2.879,5770,0.94,84.54
Kepler-1470 b,Kepler-1470,0.11600,1.070,4961,0.32696,590.60
GJ 1061 d,GJ 1061,0.05400,1.160,2953,0.0017,3.67
TOI-1249 b,TOI-1249,0.10900,3.271,5497,0.79201,139.49
HD 15337 b,HD 15337,0.05245,1.770,5131,0.472,44.82
Kepler-715 b,Kepler-715,0.09330,3.750,5871,1.4607,1327.44
TOI-969 b,TOI-969,0.02636,2.765,4435,0.19933,77.26
K2-224 c,K2-224,0.08860,2.410,5620,0.57409,275.25
Kepler-700 b,Kepler-700,0.35770,5.990,5692,1.6967,1491.76
Kepler-472 b,Kepler-472,0.04823,3.220,4996,0.30722,306.60
Kepler-1444 b,Kepler-1444,0.20906,2.180,5810,1.0503,319.68
TYC 2187-512-1 b,TYC 2187-512-1,1.22000,12.500,3734,0.0416,15.47
HD 142 c,HD 142,9.81100,12.400,6245,2.9798,26.19
Kepler-1129 b,Kepler-1129,0.16481,2.960,5831,0.93886,1183.88
Kepler-824 b,Kepler-824,0.05500,1.870,6035,1.3248,1201.40
HIP 99770 b,HIP 99770,15.80000,12.200,8000,13.86,40.08
HD 5319 c,HD 5319,1.93000,13.800,4871,8.091,121.41
Kepler-1236 b,Kepler-1236,0.18030,2.140,5337,0.41769,999.64
Kepler-1275 b,Kepler-1275,0.04880,1.480,6296,2.0655,1153.98
Kepler-62 d,Kepler-62,0.12000,1.950,4925,0.20989,300.87
Kepler-720 b,Kepler-720,0.05390,8.410,5618,1.077,1065.37
Kepler-1690 b,Kepler-1690,0.70970,2.811,5404,0.57137,703.79
Kepler-150 b,Kepler-150,0.04400,1.250,5560,0.68959,891.09
Kepler-1428 b,Kepler-1428,0.11051,1.640,6184,8.7878,1530.32
Kepler-1133 b,Kepler-1133,0.09830,1.970,5569,0.61699,753.13
GJ 328 b,GJ 328,4.11000,13.300,3897,0.083176,20.53
HD 16175 b,HD 16175,2.12000,12.800,5981,3.22,59.86
HR 5183 b,HR 5183,18.00000,13.100,5794,2.4974,31.46
Kepler-1307 b,Kepler-1307,0.13690,2.470,5884,0.62379,1014.62
Kepler-1195 b,Kepler-1195,0.07260,2.080,4965,0.35804,918.57
Kepler-325 c,Kepler-325,0.10500,2.540,5752,0.55631,823.24
K2-244 b,K2-244,0.14180,1.750,5677,0.76208,212.90
EPIC 212737443 c,EPIC 212737443,0.28000,2.690,4684,0.17759,336.25
Kepler-1816 b,Kepler-1816,0.35647,1.968,5051,0.29414,437.82
WASP-36 b,WASP-36,0.02677,14.874,5959,1.002,386.35
Kepler-1176 b,Kepler-1176,0.15890,2.450,5844,0.76399,864.70
Kepler-1783 b,Kepler-1783,0.07595,1.319,5129,0.35398,264.08
Kepler-106 d,Kepler-106,0.16063,0.950,5858,1.2093,444.32
Kepler-189 b,Kepler-189,0.08800,1.210,5235,0.35666,591.53
Kepler-1143 c,Kepler-1143,0.64770,3.600,5053,0.23837,555.19
HATS-30 b,HATS-30,0.04354,13.171,5943,1.25,342.14
K2-136 d,K2-136,0.15380,1.565,4500,0.1673,59.25
HD 177830 c,HD 177830,0.51370,7.870,4949,4.8419,62.77
TOI-1693 b,TOI-1693,0.02260,1.410,3499,0.02792,30.79
TOI-2587 A b,TOI-2587 A,0.06350,12.072,5760,2.96,373.68
Kepler-837 b,Kepler-837,0.11440,2.560,5403,0.53553,901.91
Kepler-1031 b,Kepler-1031,0.02180,0.870,6011,1.4791,682.88
Kepler-1154 b,Kepler-1154,0.06310,2.340,6327,2.8297,1460.10
55 Cnc c,55 Cnc,0.24700,8.510,5198,0.6354,12.59
Kepler-919 b,Kepler-919,0.09810,2.250,6113,1.4676,1119.87
Kepler-60 b,Kepler-60,0.07255,1.710,5905,2.3392,1025.10
HD 115954 b,HD 115954,5.00000,12.600,5957,3.0262,87.64
Kepler-1490 b,Kepler-1490,0.37290,3.040,5515,0.47997,862.92
HD 42012 b,HD 42012,1.67000,13.500,5405,0.53734,36.80
Kepler-556 b,Kepler-556,0.09833,2.240,5740,0.89567,674.60
Kepler-109 c,Kepler-109,0.15460,2.650,5950,2.221,474.86
Kepler-48 e,Kepler-48,1.89827,13.400,5194,0.51374,306.74
HD 49674 b,HD 49674,0.06000,6.200,5602,0.95144,43.04
Kepler-101 c,Kepler-101,0.06840,1.250,5667,2.6323,927.98
K2-59 b,K2-59,0.13540,2.410,5055,0.21859,311.31
TOI-3884 b,TOI-3884,0.03610,6.430,3180,0.0092999,43.14
KELT-24 b,KELT-24,0.06650,12.711,6426,2.75,96.52
Kepler-1200 b,Kepler-1200,0.01880,1.060,4612,0.20454,588.72
Kepler-26 d,Kepler-26,0.03900,1.070,4486,0.087,335.31
2MASS J19383260+4603591 b,2MASS J19383260+4603591,0.92000,13.400,29564,28.184,396.33
Kepler-363 c,Kepler-363,0.07900,1.690,5593,2.3155,762.60
WASP-94 A b,WASP-94 A,0.05500,17.710,6170,3.2353,211.21
LHS 1678 c,LHS 1678,0.03270,0.941,3490,0.0145,19.88
HATS-12 b,HATS-12,0.04410,7.760,6357,7.3,746.14
Kepler-858 b,Kepler-858,0.33939,4.870,5653,0.77073,298.53
Kepler-450 d,Kepler-450,0.08270,0.837,6197,3.5812,455.98
K2-316 c,K2-316,0.05820,1.830,3436,0.014803,112.49
Kepler-1892 b,Kepler-1892,0.06330,1.837,5383,0.4999,851.60
HD 80606 b,HD 80606,0.46030,11.568,5565,0.99456,66.47
Kepler-432 b,Kepler-432,0.30100,12.834,4995,8.4258,848.02
Kepler-1108 b,Kepler-1108,0.05110,1.460,5406,0.55214,767.70
Kepler-203 b,Kepler-203,0.04300,2.570,5821,1.2408,703.30
Kepler-1656 c,Kepler-1656,3.05300,14.000,5569,1.0491,185.88
HD 143105 b,HD 143105,0.03790,13.700,6380,3.5939,46.78
Kepler-1992 b,Kepler-1992,0.11690,0.910,5383,0.98044,532.96
HD 159868 c,HD 159868,1.03200,14.000,5534,3.5953,55.85
Kepler-140 b,Kepler-140,0.04500,1.610,6077,1.7808,583.86
HATS-69 b,HATS-69,0.03211,10.593,5137,0.4813,414.54
Kepler-139 b,Kepler-139,0.12700,2.940,5594,1.0375,391.04
bet UMi b,bet UMi,1.40000,12.700,4126,537.03,38.77
Kepler-134 b,Kepler-134,0.06000,2.000,5983,1.1495,334.80
Kepler-1665 b,Kepler-1665,0.09600,2.839,5050,0.35442,335.51
HD 108236 f,HD 108236,0.17580,2.017,5660,0.70799,64.60
HD 73344 b,HD 73344,0.13100,2.884,6253,1.8274,35.26
Kepler-1617 b,Kepler-1617,0.17707,1.200,6167,2.1917,898.31
Kepler-2001 c,Kepler-2001,0.10840,1.820,5081,0.28427,776.55
Kepler-1443 b,Kepler-1443,0.03783,0.970,6289,3.6371,593.65
XO-1 b,XO-1,0.04880,12.778,5750,0.81982,163.55
HD 206893 c,HD 206893,3.74000,16.365,6500,2.8582,40.76
HD 233832 b,HD 233832,2.82700,13.500,4981,0.3001,58.74
TOI-2364 b,TOI-2364,0.04871,8.608,5306,0.56,219.61
Kepler-30 d,Kepler-30,0.50000,8.800,5498,0.57999,914.22
Kepler-1125 b,Kepler-1125,0.13480,1.840,5683,4.4406,2011.41
TOI-4527.01,TOI-4527,0.00833,0.909,3702,0.039959,18.10
Kepler-1321 c,Kepler-1321,0.02670,2.400,4094,0.13728,769.15
HD 73344 d,HD 73344,6.70000,13.200,6148,1.8274,35.26
TOI-6692 b,TOI-6692,0.51200,11.680,5890,2.08,312.90
Kepler-792 b,Kepler-792,0.09880,1.960,5971,1.8784,1425.47
K2-80 c,K2-80,0.05960,1.470,5441,0.3695,200.80
HD 28109 b,HD 28109,0.13570,2.690,6189,2.71,139.61
Kepler-891 b,Kepler-891,0.28810,6.410,5887,3.8685,2340.58
TOI-5624 d,TOI-5624,0.10670,3.584,5327,0.486,101.91
Kepler-765 b,Kepler-765,0.17540,2.430,5901,1.3994,1076.28
